model,all_rxns,flagged,dead-ends,dilution-blocked,duplicates,loops,redoxes
Finegoldia_magna_ACS_171_V_Col3.mat,843,568,286,246,17,36,5
Finegoldia_magna_ATCC_29328.mat,888,602,289,286,16,33,7
Finegoldia_magna_ATCC_53516.mat,876,591,313,240,23,40,6
Finegoldia_magna_BVS033A4.mat,871,596,314,246,19,36,6
Finegoldia_magna_SY403409CC001050417.mat,836,562,289,237,17,36,5
Flaviflexus_massiliensis_SIT4.mat,997,646,382,214,32,39,6
Flavobacterium_cheniae_CGMCC_16844.mat,947,617,300,283,19,36,5
Flavobacterium_cheniae_DSM_22462.mat,947,617,300,283,19,36,5
Flavobacterium_cucumis_DSM_18830.mat,1001,681,335,317,21,33,5
Flavonifractor_plautii_ATCC_29863.mat,1174,800,463,265,25,71,7
Flavonifractor_plautii_ERR1022312.mat,1071,736,431,262,21,41,5
Flavonifractor_plautii_ERR1022406.mat,1066,738,433,262,21,41,5
Flavonifractor_plautii_ERR1022420.mat,1159,729,453,229,22,43,4
Flavonifractor_plautii_ERR1022446.mat,1076,695,421,231,20,39,4
Flavonifractor_plautii_ERR2221213.mat,1099,704,432,229,20,39,4
Flavonifractor_plautii_ERR2221305.mat,1073,693,419,231,20,39,4
Flavonifractor_plautii_YL31.mat,1075,693,421,231,18,39,4
Fournierella_massiliensis_DSM_100451.mat,1052,626,348,234,20,49,5
Frisingicoccus_caecimuris_DSM_28559.mat,974,624,353,231,25,46,5
Fructobacillus_durionis_DSM_19113.mat,749,497,260,220,14,12,4
Fructobacillus_pseudoficulneus_DSM_15468.mat,788,550,292,239,22,16,5
Fructobacillus_tropaeoli_F214_1.mat,802,558,310,227,20,18,5
Fulvimarina_pelagi_DSM_15513.mat,1344,855,480,299,52,66,6
Fulvimarina_pelagi_HTCC2506.mat,1356,867,481,310,52,66,5
Fusicatenibacter_saccharivorans_ERR1022307.mat,1022,623,350,230,25,42,5
Fusicatenibacter_saccharivorans_ERR1022400.mat,1023,601,350,208,23,40,5
Fusicatenibacter_saccharivorans_ERR1022437.mat,1038,630,367,220,23,40,5
Fusobacterium_gonidiaformans_3_1_5R.mat,1095,706,488,166,31,48,5
Fusobacterium_gonidiaformans_ATCC_25563.mat,1094,705,487,166,31,48,5
Fusobacterium_massiliense_DSM_103085.mat,966,565,332,208,12,22,5
Fusobacterium_mortiferum_ATCC_9817.mat,1361,785,535,182,32,65,6
Fusobacterium_necrogenes_NCTC10723.mat,1073,679,395,259,18,24,4
Fusobacterium_necrophorum_D12.mat,1151,737,493,199,30,42,6
Fusobacterium_necrophorum_subsp_funduliforme_1_1_36S.mat,1104,672,378,257,23,28,5
Fusobacterium_necrophorum_subsp_funduliforme_ATCC_51357.mat,1202,723,400,263,29,51,5
Fusobacterium_necrophorum_subsp_funduliforme_Fnf_1007.mat,1534,991,667,254,43,70,7
Fusobacterium_nucleatum_13_3C.mat,1104,626,359,222,25,37,6
Fusobacterium_nucleatum_CTI_2.mat,1037,574,304,231,19,29,6
Fusobacterium_nucleatum_subsp_animalis_11_3_2.mat,1550,968,604,292,41,70,7
Fusobacterium_nucleatum_subsp_animalis_21_1A.mat,1436,854,518,275,35,59,7
Fusobacterium_nucleatum_subsp_animalis_3_1_33.mat,1144,688,457,182,31,45,6
Fusobacterium_nucleatum_subsp_animalis_7_1.mat,1152,699,461,184,31,50,6
Fusobacterium_nucleatum_subsp_animalis_ATCC_51191.mat,1105,648,357,255,29,31,5
Fusobacterium_nucleatum_subsp_animalis_D11.mat,1149,684,454,181,31,45,6
Fusobacterium_nucleatum_subsp_animalis_OT_420.mat,1208,694,351,289,27,45,5
Fusobacterium_nucleatum_subsp_nucleatum_ATCC_23726.mat,1495,935,592,282,36,61,7
Fusobacterium_nucleatum_subsp_nucleatum_ATCC_25586.mat,1203,724,417,252,26,49,7
Fusobacterium_nucleatum_subsp_polymorphum_ATCC_10953.mat,1615,1018,648,288,45,89,7
Fusobacterium_nucleatum_subsp_polymorphum_F0401.mat,1514,933,562,295,41,82,7
Fusobacterium_nucleatum_subsp_vincentii_3_1_27.mat,1104,677,456,179,31,39,6
Fusobacterium_nucleatum_subsp_vincentii_3_1_36A2.mat,1248,693,312,325,31,45,6
Fusobacterium_nucleatum_subsp_vincentii_4_1_13.mat,1150,691,471,171,31,45,6
Fusobacterium_nucleatum_subsp_vincentii_ATCC_49256.mat,1085,622,318,266,23,29,5
Fusobacterium_perfoetens_ATCC_29250.mat,1166,688,404,250,20,30,5
Fusobacterium_periodonticum_1_1_41FAA.mat,1082,713,478,191,25,44,6
Fusobacterium_periodonticum_2_1_31.mat,1075,713,478,191,24,43,6
Fusobacterium_periodonticum_ATCC_33693.mat,1460,931,594,252,45,87,7
Fusobacterium_russii_ATCC_25533.mat,1170,740,416,275,31,47,8
Fusobacterium_sp_4_8.mat,1210,657,290,311,31,45,5
Fusobacterium_ulcerans_12_1B.mat,1767,1094,742,267,53,90,8
Fusobacterium_ulcerans_ATCC_49185.mat,1396,810,541,199,40,68,6
Fusobacterium_varium_ATCC_27725.mat,1425,788,546,188,35,50,6
Gabonia_massiliensis_DSM_100571.mat,1063,680,423,204,22,50,5
Gabonibacter_massiliensis_DSM_101039.mat,1013,872,357,482,22,35,5
Gardnerella_vaginalis_00703Bmash.mat,759,449,183,243,17,54,6
Gardnerella_vaginalis_14019_MetR.mat,832,483,209,241,21,29,6
Gardnerella_vaginalis_JCP7672.mat,804,463,200,240,17,52,6
Gemella_haemolysans_ATCC_10379.mat,970,583,308,249,20,34,6
Gemella_haemolysans_M341.mat,1193,740,495,199,30,58,8
Gemella_morbillorum_M424.mat,896,550,272,251,21,34,6
Gemella_sanguinis_ATCC700632.mat,954,535,272,241,20,30,7
Gemella_sanguinis_M325.mat,933,606,302,265,23,49,6
Gemmata_obscuriglobus_UQM_2246.mat,1266,824,423,343,42,47,6
Gemmatimonas_aurantiaca_T_27.mat,1221,747,401,290,36,54,6
Gemmiger_formicilis_ATCC_27749.mat,1000,677,399,245,19,32,5
Gemmiger_formicilis_ERR1203953.mat,978,657,402,220,19,32,5
Gemmiger_formicilis_ERR1204047.mat,977,656,401,220,19,32,5
Gemmiger_formicilis_ERR2221191.mat,1006,680,415,234,20,29,4
Geobacillus_stearothermophilus_ATCC_7953.mat,1383,837,470,279,103,76,7
Geobacillus_vulcani_PSS1.mat,1500,891,502,292,113,81,8
Gordonia_rubripertincta_NBRC_101908.mat,1445,884,521,267,115,85,8
Gordonia_terrae_C_6.mat,1461,889,512,265,113,94,8
Gordonia_terrae_NBRC_100016.mat,1503,904,534,248,114,104,8
Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378.mat,952,697,447,203,17,52,5
Gordonibacter_pamelaeae_ERR2221155.mat,937,611,365,212,21,31,5
Gordonibacter_pamelaeae_ERR2221387.mat,937,611,365,212,21,31,5
Gorillibacterium_timonense_CSUR_P2011.mat,1287,725,415,247,35,60,7
Gottschalkia_acidurici_9a.mat,936,659,349,287,16,28,5
Gottschalkia_purinilyticum_DSM_1384.mat,981,603,315,253,23,38,5
Gracilibacillus_massiliensis_DSM_29726.mat,1171,706,463,182,43,53,7
Gracilibacillus_timonensis_CSUR_P2481.mat,1189,691,430,202,39,49,6
Gracilibacter_sp_BRH_c7a.mat,1073,761,445,276,27,43,5
Granulicatella_adiacens_ATCC_49175.mat,877,570,291,259,20,23,7
Granulicatella_elegans_ATCC_700633.mat,946,606,314,263,22,32,7
Grimontia_hollisae_CIP_101886.mat,1607,850,495,254,53,90,8
Guyana_massiliensis_LF_3.mat,962,630,319,277,23,29,5
Haemophilus_aegyptius_ATCC_11116.mat,1179,783,400,339,31,32,6
Haemophilus_haemolyticus_HK386.mat,1465,911,573,255,29,86,7
Haemophilus_haemolyticus_M19501.mat,1347,767,446,248,31,67,7
Haemophilus_haemolyticus_M21127.mat,1406,812,529,234,29,45,7
Haemophilus_haemolyticus_M21621.mat,1238,721,410,244,23,61,6
Haemophilus_haemolyticus_M21639.mat,1496,914,575,252,37,91,6
Haemophilus_influenzae_10810.mat,1379,719,385,257,31,67,6
Haemophilus_influenzae_477.mat,1267,678,356,269,35,44,6
Haemophilus_influenzae_6P18H1.mat,1348,708,367,264,31,67,6
Haemophilus_influenzae_7P49H1.mat,1364,714,368,268,29,68,6
Haemophilus_influenzae_86_028NP.mat,1370,713,373,265,29,65,6
Haemophilus_influenzae_F3031.mat,1329,714,357,280,31,67,6
Haemophilus_influenzae_F3047.mat,1361,720,376,269,29,65,6
Haemophilus_influenzae_Hi375.mat,1274,681,359,269,35,44,6
Haemophilus_influenzae_NT127.mat,1370,723,370,265,27,80,6
Haemophilus_influenzae_PittAA.mat,1343,713,358,270,27,79,6
Haemophilus_influenzae_PittEE.mat,1254,670,348,269,35,44,6
Haemophilus_influenzae_PittGG.mat,1297,693,373,267,37,46,6
Haemophilus_influenzae_PittHH.mat,1374,693,369,241,31,71,6
Haemophilus_influenzae_PittII.mat,1364,712,366,264,31,74,6
Haemophilus_influenzae_R2846.mat,1452,766,372,304,33,89,7
Haemophilus_influenzae_R2866.mat,1384,712,370,261,31,71,6
Haemophilus_influenzae_RdAW.mat,1355,704,367,268,33,61,6
Haemophilus_influenzae_Rd_KW20.mat,1370,729,392,268,33,61,6
Haemophilus_parahaemolyticus_CCUG_3716_3716T.mat,1209,726,398,273,41,40,6
Haemophilus_parahaemolyticus_G321.mat,1127,664,398,230,26,35,6
Haemophilus_parahaemolyticus_HK385.mat,1242,726,398,273,41,40,6
Haemophilus_parainfluenzae_215035_2_ISO5.mat,1298,690,371,269,36,48,6
Haemophilus_parainfluenzae_ATCC_33392.mat,1574,921,587,246,41,96,7
Haemophilus_parainfluenzae_HK2019.mat,1667,982,571,310,45,111,7
Haemophilus_parainfluenzae_HK262.mat,1647,961,550,306,45,115,6
Haemophilus_parainfluenzae_T3T1.mat,1397,748,395,286,36,64,7
Haemophilus_paraphrohaemolyticus_CCUG_3718.mat,1170,684,392,240,39,37,6
Haemophilus_paraphrohaemolyticus_HK411.mat,1205,683,391,240,39,37,6
Haemophilus_pittmaniae_HK_85.mat,1185,808,434,327,30,42,6
Haemophilus_pittmaniae_NCTC13334.mat,1237,707,387,267,38,46,6
Haemophilus_sputorum_CCUG_13788.mat,1367,734,394,258,41,76,7
Haemophilus_sputorum_HK_2154.mat,1580,984,603,281,59,107,8
Hafnia_alvei_ATCC_51873.mat,1953,941,513,255,74,155,8
Hafnia_alvei_BIDMC_31.mat,2114,898,458,303,73,110,8
Hafnia_alvei_ERR2221402.mat,1643,809,449,277,63,65,6
Hafnia_alvei_FB1.mat,1679,851,485,277,65,67,7
Hafnia_alvei_HUMV_5920.mat,1678,824,462,273,65,67,7
Hafnia_paralvei_FDAARGOS_158.mat,1621,788,431,273,65,60,6
Halococcus_morrhuae_DSM1307.mat,938,603,428,128,38,51,7
Halomonas_campaniensis_LS21.mat,1495,900,481,338,56,60,6
Helicobacter_apodemus_SCJK1.mat,975,650,297,320,25,33,5
Helicobacter_bilis_ATCC_43879.mat,1077,950,437,476,28,54,5
Helicobacter_bilis_WiWa.mat,1359,926,558,296,39,76,8
Helicobacter_canadensis_MIT_98_5491.mat,1054,667,291,316,25,54,6
Helicobacter_canis_NCTC_12740.mat,973,652,376,244,23,26,5
Helicobacter_cinaedi_CCUG_18818.mat,1180,755,464,223,31,61,6
Helicobacter_fennelliae_MRY12_0050.mat,990,695,313,352,24,33,5
Helicobacter_fennelliae_NCTC13102.mat,998,675,314,328,24,36,5
Helicobacter_hepaticus_ATCC_51449.mat,1001,631,298,295,29,32,5
Helicobacter_macacae_MIT_99_5501.mat,998,877,393,463,20,29,5
Helicobacter_pullorum_MIT_98_5489.mat,1027,741,398,280,31,58,6
Helicobacter_pylori_2017.mat,1281,831,456,318,33,75,7
Helicobacter_pylori_2018.mat,1287,833,459,317,33,75,7
Helicobacter_pylori_26695_1MET.mat,1023,640,281,319,26,43,5
Helicobacter_pylori_26695.mat,1139,717,460,198,24,59,6
Helicobacter_pylori_35A.mat,1301,834,452,319,40,80,7
Helicobacter_pylori_51.mat,1282,823,456,307,35,75,7
Helicobacter_pylori_52.mat,1273,837,466,329,40,58,7
Helicobacter_pylori_83.mat,1281,834,447,326,38,80,7
Helicobacter_pylori_8A3.mat,1261,830,464,326,38,52,7
Helicobacter_pylori_908.mat,1262,818,452,329,34,55,7
Helicobacter_pylori_98_10.mat,1250,808,438,312,37,75,7
Helicobacter_pylori_A45.mat,1272,835,460,321,33,73,7
Helicobacter_pylori_Aklavik117.mat,1286,829,461,305,33,76,7
Helicobacter_pylori_Aklavik86.mat,1256,835,448,331,31,79,7
Helicobacter_pylori_B128.mat,1052,600,244,300,18,65,5
Helicobacter_pylori_B38.mat,1283,823,451,313,35,75,7
Helicobacter_pylori_B45.mat,1091,648,266,328,17,92,5
Helicobacter_pylori_B8.mat,1286,861,480,317,37,78,7
Helicobacter_pylori_BCS100H1.mat,1277,831,462,315,32,73,7
Helicobacter_pylori_BM013A.mat,1012,631,271,322,24,43,5
Helicobacter_pylori_CCHI_33.mat,1294,837,468,316,33,73,7
Helicobacter_pylori_CPY1124.mat,1290,838,466,318,35,78,7
Helicobacter_pylori_CPY1313.mat,1296,836,461,313,37,78,7
Helicobacter_pylori_CPY1662.mat,1287,828,459,316,33,73,7
Helicobacter_pylori_CPY1962.mat,1297,832,454,317,37,78,7
Helicobacter_pylori_CPY3281.mat,1307,847,472,313,37,78,7
Helicobacter_pylori_CPY6081.mat,1298,848,459,328,37,78,7
Helicobacter_pylori_CPY6261.mat,1292,842,453,328,37,80,7
Helicobacter_pylori_CPY6271.mat,1292,831,459,311,37,75,7
Helicobacter_pylori_CPY6311.mat,1297,837,462,313,37,78,7
Helicobacter_pylori_Cuz20.mat,1283,819,457,321,40,57,7
Helicobacter_pylori_ELS37.mat,1288,840,458,323,35,75,7
Helicobacter_pylori_F16.mat,1293,830,451,316,38,80,7
Helicobacter_pylori_F30.mat,1302,835,453,319,40,80,7
Helicobacter_pylori_F32.mat,1287,832,468,307,35,72,7
Helicobacter_pylori_F57.mat,1297,832,455,316,38,80,7
Helicobacter_pylori_G27.mat,1252,811,449,310,35,69,7
Helicobacter_pylori_GAM100Ai.mat,1292,835,450,329,33,78,7
Helicobacter_pylori_GAM101Biv.mat,1300,898,451,394,35,78,7
Helicobacter_pylori_GAM103Bi.mat,1295,845,461,328,35,78,7
Helicobacter_pylori_GAM105Ai.mat,1307,909,456,394,35,75,7
Helicobacter_pylori_GAM114Ai.mat,1302,893,439,398,35,78,7
Helicobacter_pylori_GAM115Ai.mat,1278,895,438,401,31,78,7
Helicobacter_pylori_GAM118Bi.mat,1307,923,454,409,33,82,7
Helicobacter_pylori_GAM119Bi.mat,1304,902,445,401,35,78,7
Helicobacter_pylori_GAM120Ai.mat,1302,845,467,320,37,78,7
Helicobacter_pylori_GAM121Aii.mat,1302,909,450,403,35,81,7
Helicobacter_pylori_GAM201Ai.mat,1308,839,458,325,35,81,7
Helicobacter_pylori_GAM210Bi.mat,1303,901,448,395,35,78,7
Helicobacter_pylori_GAM231Ai.mat,1299,904,457,391,35,78,7
Helicobacter_pylori_GAM239Bi.mat,1311,907,459,390,37,81,7
Helicobacter_pylori_GAM244Ai.mat,1300,905,458,391,33,78,7
Helicobacter_pylori_GAM245Ai.mat,1290,891,446,389,35,78,7
Helicobacter_pylori_GAM246Ai.mat,1302,909,452,401,33,78,7
Helicobacter_pylori_GAM249T.mat,1296,901,445,400,33,78,7
Helicobacter_pylori_GAM250AFi.mat,1295,905,450,402,35,75,7
Helicobacter_pylori_GAM250T.mat,1290,908,453,402,35,75,7
Helicobacter_pylori_GAM252Bi.mat,1295,905,450,402,35,75,7
Helicobacter_pylori_GAM252T.mat,1290,908,453,402,35,75,7
Helicobacter_pylori_GAM254Ai.mat,1274,887,434,400,33,75,7
Helicobacter_pylori_GAM260ASi.mat,1303,908,460,386,35,78,7
Helicobacter_pylori_GAM260Bi.mat,1306,841,460,319,35,78,7
Helicobacter_pylori_GAM260BSi.mat,1303,904,453,395,35,81,7
Helicobacter_pylori_GAM263BFi.mat,1292,891,447,388,33,78,7
Helicobacter_pylori_GAM264Ai.mat,1297,896,450,393,35,78,7
Helicobacter_pylori_GAM265BSii.mat,1302,909,452,401,35,78,7
Helicobacter_pylori_GAM270ASi.mat,1309,837,452,329,31,78,7
Helicobacter_pylori_GAM42Ai.mat,1297,906,452,401,35,75,7
Helicobacter_pylori_GAM80Ai.mat,1295,897,446,398,35,75,7
Helicobacter_pylori_GAM83Bi.mat,1299,903,447,400,35,78,7
Helicobacter_pylori_GAM83T.mat,1302,906,450,400,35,78,7
Helicobacter_pylori_GAM96Ai.mat,1289,895,442,397,33,81,7
Helicobacter_pylori_Gambia94_24.mat,1290,824,455,312,33,75,7
Helicobacter_pylori_GAMchJs106B.mat,1315,915,464,387,37,81,7
Helicobacter_pylori_GAMchJs114i.mat,1302,909,459,397,35,78,7
Helicobacter_pylori_GAMchJs117Ai.mat,1299,912,459,397,35,81,7
Helicobacter_pylori_GAMchJs124i.mat,1300,916,462,398,35,81,7
Helicobacter_pylori_GAMchJs136i.mat,1294,838,455,329,33,76,7
Helicobacter_pylori_HLJHP193.mat,1289,832,462,309,37,72,7
Helicobacter_pylori_HLJHP253.mat,1304,839,463,315,37,78,7
Helicobacter_pylori_HLJHP256.mat,1296,833,463,309,37,75,7
Helicobacter_pylori_HLJHP271.mat,1295,830,457,312,37,75,7
Helicobacter_pylori_HP116Bi.mat,1303,912,459,397,33,81,7
Helicobacter_pylori_Hp238.mat,1017,634,275,319,26,43,5
Helicobacter_pylori_HP250AFiii.mat,1292,903,448,402,35,75,7
Helicobacter_pylori_HP250AFii.mat,1295,905,450,402,35,75,7
Helicobacter_pylori_HP250AFiV.mat,1295,905,450,402,35,75,7
Helicobacter_pylori_HP250ASii.mat,1292,904,449,402,33,75,7
Helicobacter_pylori_HP250ASi.mat,1296,899,448,398,35,75,7
Helicobacter_pylori_HP250BFiii.mat,1295,905,450,402,35,75,7
Helicobacter_pylori_HP250BFii.mat,1052,626,276,298,21,57,5
Helicobacter_pylori_HP250BFiV.mat,1295,905,450,402,35,75,7
Helicobacter_pylori_HP250BSi.mat,1294,897,446,398,33,75,7
Helicobacter_pylori_HP260AFii.mat,1303,908,460,386,35,78,7
Helicobacter_pylori_HP260AFi.mat,1303,908,460,386,35,78,7
Helicobacter_pylori_HP260ASii.mat,1301,904,460,382,33,78,7
Helicobacter_pylori_HP260BFii.mat,1303,904,453,395,35,81,7
Helicobacter_pylori_HP260Bi.mat,1304,839,462,315,35,78,7
Helicobacter_pylori_Hp_A_11.mat,1255,833,453,330,33,70,7
Helicobacter_pylori_Hp_A_14.mat,1261,835,456,323,35,72,7
Helicobacter_pylori_Hp_A_16.mat,1284,824,451,316,33,75,7
Helicobacter_pylori_Hp_A_17.mat,1285,822,453,315,33,72,7
Helicobacter_pylori_Hp_A_20.mat,1290,827,464,308,33,72,7
Helicobacter_pylori_Hp_A_26.mat,1251,841,461,322,33,75,7
Helicobacter_pylori_Hp_A_27.mat,1262,828,451,322,33,71,7
Helicobacter_pylori_Hp_A_4.mat,1290,820,451,315,33,72,7
Helicobacter_pylori_Hp_A_5.mat,1290,829,463,308,33,75,7
Helicobacter_pylori_Hp_A_6.mat,1284,833,461,321,33,75,7
Helicobacter_pylori_Hp_A_8.mat,1288,826,455,314,33,75,7
Helicobacter_pylori_Hp_A_9.mat,1289,824,455,311,37,72,7
Helicobacter_pylori_HPAG1.mat,1233,811,459,306,31,63,7
Helicobacter_pylori_Hp_H_10.mat,1287,825,453,315,33,75,7
Helicobacter_pylori_Hp_H_11.mat,1283,843,464,319,35,75,7
Helicobacter_pylori_Hp_H_16.mat,1291,830,464,308,33,75,7
Helicobacter_pylori_Hp_H_18.mat,1273,820,455,330,36,53,7
Helicobacter_pylori_Hp_H_19.mat,1289,827,456,314,33,75,7
Helicobacter_pylori_Hp_H_1.mat,1286,834,469,314,34,72,7
Helicobacter_pylori_Hp_H_21.mat,1296,833,464,311,33,75,7
Helicobacter_pylori_Hp_H_23.mat,1282,830,458,314,33,75,7
Helicobacter_pylori_Hp_H_24b.mat,1284,823,457,312,33,72,7
Helicobacter_pylori_Hp_H_24c.mat,1286,818,452,312,33,72,7
Helicobacter_pylori_Hp_H_24.mat,1285,818,452,307,35,75,7
Helicobacter_pylori_Hp_H_27.mat,1286,846,464,322,35,75,7
Helicobacter_pylori_Hp_H_28.mat,1285,825,454,312,35,75,7
Helicobacter_pylori_Hp_H_29.mat,1287,823,455,314,33,72,7
Helicobacter_pylori_Hp_H_30.mat,1287,821,452,312,33,75,7
Helicobacter_pylori_Hp_H_34.mat,1302,834,464,309,37,75,7
Helicobacter_pylori_Hp_H_36.mat,1285,823,452,314,33,75,7
Helicobacter_pylori_Hp_H_3.mat,1291,834,464,310,35,75,7
Helicobacter_pylori_Hp_H_41.mat,1287,825,454,314,33,75,7
Helicobacter_pylori_Hp_H_42.mat,1287,827,454,316,33,75,7
Helicobacter_pylori_Hp_H_43.mat,1266,824,453,312,35,75,7
Helicobacter_pylori_Hp_H_44.mat,1296,852,473,319,35,75,7
Helicobacter_pylori_Hp_H_45.mat,1274,836,453,323,35,75,7
Helicobacter_pylori_Hp_H_4.mat,1281,819,448,314,33,75,7
Helicobacter_pylori_Hp_H_5b.mat,1270,817,442,316,36,77,7
Helicobacter_pylori_Hp_H_6.mat,1285,821,447,318,35,72,7
Helicobacter_pylori_Hp_H_9.mat,1279,833,451,323,35,75,7
Helicobacter_pylori_Hp_M1.mat,1286,818,452,312,33,72,7
Helicobacter_pylori_Hp_M2.mat,1285,825,452,316,33,75,7
Helicobacter_pylori_Hp_M3.mat,1287,821,452,312,33,75,7
Helicobacter_pylori_Hp_M4.mat,1282,837,452,328,33,75,7
Helicobacter_pylori_Hp_M5.mat,1280,814,445,312,33,75,7
Helicobacter_pylori_Hp_M6.mat,1287,821,452,312,33,75,7
Helicobacter_pylori_Hp_M9.mat,1287,821,452,312,33,75,7
Helicobacter_pylori_Hp_P_11b.mat,1285,822,453,312,33,75,7
Helicobacter_pylori_Hp_P_11.mat,1282,825,452,316,33,75,7
Helicobacter_pylori_Hp_P_13b.mat,1290,828,456,315,33,75,7
Helicobacter_pylori_Hp_P_13.mat,1262,805,440,308,30,73,7
Helicobacter_pylori_Hp_P_15b.mat,1286,855,461,334,35,75,7
Helicobacter_pylori_Hp_P_15.mat,1284,829,462,307,35,75,7
Helicobacter_pylori_Hp_P_16.mat,1241,812,419,333,33,75,7
Helicobacter_pylori_Hp_P_1b.mat,1281,859,478,322,35,75,7
Helicobacter_pylori_Hp_P_1.mat,1301,851,471,320,35,75,7
Helicobacter_pylori_Hp_P_23.mat,1280,825,456,332,38,53,7
Helicobacter_pylori_Hp_P_25c.mat,1300,837,470,305,35,75,7
Helicobacter_pylori_Hp_P_25d.mat,1299,838,470,308,33,75,7
Helicobacter_pylori_Hp_P_25.mat,1254,801,432,308,31,71,7
Helicobacter_pylori_Hp_P_26.mat,1285,821,441,320,33,75,7
Helicobacter_pylori_Hp_P_28b.mat,1308,847,476,311,35,75,7
Helicobacter_pylori_Hp_P_2b.mat,1282,832,464,310,31,75,7
Helicobacter_pylori_Hp_P_2.mat,1283,826,458,310,31,75,7
Helicobacter_pylori_Hp_P_30.mat,1283,841,459,322,35,75,7
Helicobacter_pylori_Hp_P_3b.mat,1296,832,461,312,35,75,7
Helicobacter_pylori_Hp_P_3.mat,1296,832,462,311,35,75,7
Helicobacter_pylori_Hp_P_41.mat,1276,825,442,329,33,72,7
Helicobacter_pylori_Hp_P_4c.mat,1286,832,463,311,33,75,7
Helicobacter_pylori_Hp_P_4d.mat,1289,830,463,307,35,75,7
Helicobacter_pylori_Hp_P_4.mat,1279,822,453,311,33,75,7
Helicobacter_pylori_Hp_P_62.mat,1287,829,460,311,33,75,7
Helicobacter_pylori_Hp_P_74.mat,1286,836,450,327,35,75,7
Helicobacter_pylori_Hp_P_8b.mat,1300,838,466,313,35,75,7
Helicobacter_pylori_Hp_P_8.mat,1299,831,463,309,35,75,7
Helicobacter_pylori_HUP_B14.mat,1295,832,462,311,35,75,7
Helicobacter_pylori_India7.mat,1292,842,455,328,33,78,7
Helicobacter_pylori_J99.mat,1239,826,465,306,35,70,7
Helicobacter_pylori_Lithuania75.mat,1264,831,456,322,33,70,7
Helicobacter_pylori_MALT.mat,1042,624,267,304,21,57,5
Helicobacter_pylori_N6.mat,1236,838,460,324,35,73,7
Helicobacter_pylori_NAK7.mat,1294,844,463,320,37,77,7
Helicobacter_pylori_NQ1671.mat,1272,829,451,325,33,73,7
Helicobacter_pylori_NQ1707.mat,1253,817,450,332,36,51,7
Helicobacter_pylori_NQ1712.mat,1271,840,459,327,34,75,7
Helicobacter_pylori_NQ315.mat,1257,834,464,324,31,68,7
Helicobacter_pylori_NQ352.mat,1213,778,414,339,21,44,7
Helicobacter_pylori_NQ367.mat,1195,790,422,332,36,53,7
Helicobacter_pylori_NQ392.mat,1245,817,447,333,36,53,7
Helicobacter_pylori_NQ4044.mat,1259,820,455,308,33,75,7
Helicobacter_pylori_NQ4053.mat,1245,819,442,317,35,75,7
Helicobacter_pylori_NQ4060.mat,1276,845,450,339,33,73,7
Helicobacter_pylori_NQ4076.mat,1274,821,454,328,38,55,7
Helicobacter_pylori_NQ4099.mat,1292,843,460,324,35,75,7
Helicobacter_pylori_NQ4110.mat,1263,829,462,307,35,75,7
Helicobacter_pylori_NQ4161.mat,1278,817,446,314,33,75,7
Helicobacter_pylori_NQ4191.mat,1281,835,452,330,33,73,7
Helicobacter_pylori_NQ4200.mat,1274,847,465,323,35,75,7
Helicobacter_pylori_NQ4216.mat,1229,797,433,306,29,71,7
Helicobacter_pylori_NQ4228.mat,1263,823,451,313,35,75,7
Helicobacter_pylori_OK113.mat,1276,823,454,312,31,76,7
Helicobacter_pylori_OK310.mat,1289,831,455,317,33,79,7
Helicobacter_pylori_P12.mat,1217,809,439,324,31,63,7
Helicobacter_pylori_PeCan18.mat,1284,822,451,314,31,75,7
Helicobacter_pylori_PeCan4.mat,1284,844,465,319,35,75,7
Helicobacter_pylori_Puno120.mat,1301,857,476,319,38,77,7
Helicobacter_pylori_Puno135.mat,1295,830,452,319,35,78,7
Helicobacter_pylori_R036d.mat,1249,831,452,321,33,75,7
Helicobacter_pylori_R037c.mat,1281,842,460,322,35,75,7
Helicobacter_pylori_R038b.mat,1261,830,462,308,35,75,7
Helicobacter_pylori_R046Wa.mat,1289,829,456,312,37,75,7
Helicobacter_pylori_R055a.mat,1283,854,471,321,38,77,7
Helicobacter_pylori_R056a.mat,1263,834,467,307,35,75,7
Helicobacter_pylori_R32b.mat,1288,837,468,307,38,77,7
Helicobacter_pylori_Rif1.mat,1251,835,475,306,37,67,7
Helicobacter_pylori_Rif2.mat,1255,838,478,306,37,67,7
Helicobacter_pylori_Sat464.mat,1289,833,464,307,37,75,7
Helicobacter_pylori_Shi112.mat,1291,841,456,326,35,75,7
Helicobacter_pylori_Shi169.mat,1289,848,469,319,35,75,7
Helicobacter_pylori_Shi417.mat,1298,833,463,311,35,75,7
Helicobacter_pylori_Shi470.mat,1256,826,456,323,31,63,7
Helicobacter_pylori_SJM180.mat,1282,825,462,307,33,71,7
Helicobacter_pylori_SNT49.mat,1279,831,449,323,35,75,7
Helicobacter_pylori_SouthAfrica7.mat,1294,834,463,311,37,75,7
Helicobacter_pylori_UM007.mat,1296,834,459,316,35,78,7
Helicobacter_pylori_UM018.mat,1298,848,467,320,37,77,7
Helicobacter_pylori_UM034.mat,1306,844,466,317,35,78,7
Helicobacter_pylori_UM037.mat,1281,828,460,315,33,73,7
