reaction_id,category
MAR20030,Dead-End
MAR20032,Dead-End
MAR20036,Dead-End
MAR20037,Multiple
MAR20038,Multiple
MAR20039,Multiple
MAR20042,Multiple
MAR20043,Multiple
MAR20044,Multiple
MAR20045,Multiple
MAR20048,Dead-End
MAR20052,Multiple
MAR20065,Dead-End
MAR20066,Duplicate
MAR20068,Dead-End
