reaction_id,category
EX_skm_e,Dead-End
AGPAT161,Dilution
EAR40x,Multiple
EAR60y,Multiple
EX_ag_e,Dead-End
EAR60x,Multiple
EX_cys__D_e,Dead-End
EAR80x,Multiple
3OAR180,Dilution
G3PAT120,Dilution
3OAS180,Dilution
3HAD180,Dilution
TDSR2,Dead-End
GTHRDabc2pp,Duplicate
EX_cu_e,Dead-End
ZN2tpp,Dilution
NI2tpp,Dilution
COBALT2t3pp,Dilution
23DAPPAt2pp,Dead-End
NADHPO,Duplicate
EX_dopa_e,Dead-End
CAt6pp,Multiple
NADH18pp,Duplicate
GLYBt2pp,Multiple
GALCTNt2pp,Dead-End
GALCTNLtex,Dead-End
EX_galctn__L_e,Dead-End
DSERt2pp,Dead-End
LYSt3pp,Duplicate
EX_tungs_e,Dead-End
CA2t3pp,Multiple
FA161ACPHi,Dilution
BGLA1,Dead-End
FA141ACPHi,Dilution
THRt2pp,Duplicate
FA160ACPHi,Dilution
MALDtex,Dead-End
OROTtex,Dead-End
GDPMNP,Dilution
FA120ACPHi,Dilution
FA80ACPHi,Dilution
FA140ACPHi,Dilution
PPAt4pp,Dead-End
OROTt2_2pp,Dead-End
MALDt2_2pp,Dead-End
FA100ACPHi,Dilution
CHLt2pp,Multiple
FRULYSE,Dead-End
FRULYSt2pp,Dead-End
EX_psclys_e,Dead-End
TUNGStex,Dead-End
PSCLYSt2pp,Dead-End
LYSt2pp,Duplicate
COBALT2tpp,Dilution
BALAt2pp,Dead-End
DM_aacald_c,Dead-End
MN2tpp,Multiple
NI2t3pp,Dilution
PPAtex,Dead-End
GALCTNLt2pp,Dead-End
GALCTLO,Dead-End
CLt3_2pp,Dead-End
EX_ppal_e,Dead-End
POR5,Multiple
SELGTHR,Dead-End
SELGTHR3,Dead-End
EX_slnt_e,Dead-End
MALCOAMT,Dead-End
PSCLYStex,Dead-End
CU2tpp,Dilution
FE2t3pp,Duplicate
MN2t3pp,Multiple
CD2tpp,Dilution
OGMEACPS,Dead-End
OGMEACPR,Dead-End
OPMEACPS,Dead-End
LIPAabctex,Dead-End
XYLK2,Dead-End
GLDBRAN2,Multiple
LALADGLUtex,Dead-End
S2FE2SR,Dead-End
LALALGLUtpp,Dead-End
CLIPAabctex,Dead-End
K2L4Aabctex,Dead-End
FDH4pp,Duplicate
FDH5pp,Duplicate
ACPPAT140,Dilution
APG3PAT140,Dilution
MPTAT,Dead-End
APG3PAT141,Dilution
MOADSUx,Dead-End
CMtpp,Dilution
FUSAtpp,Dilution
APG3PAT181,Dilution
APH140,Dilution
APH160,Dilution
OPMEACPD,Dead-End
EPMEACPR,Dead-End
RFAMPtex,Dilution
MINCYCtex,Dilution
AOXSr2,Dead-End
MINCYCtpp,Dilution
MEOHtrpp,Dead-End
EX_LalaDglu_e,Dead-End
DOXRBCNtex,Dilution
DOXRBCNtpp,Dilution
CCGS,Dead-End
SELtex,Dead-End
SELR,Dead-End
OGMEACPD,Dead-End
EGMEACPR,Dead-End
OPMEACPR,Dead-End
PMEACPE,Dead-End
ACPPAT141,Dilution
ACPPAT161,Dilution
ACPPAT180,Dilution
APG3PAT160,Dilution
APG3PAT161,Dilution
MEOHtex,Dead-End
APG3PAT180,Dilution
CDGR,Dead-End
RNTR1c2,Dilution
RNTR2c2,Dilution
S2FE2ST,Dead-End
BMOCOS,Dead-End
BWCOS,Dead-End
RNTR3c2,Dilution
RNTR4c2,Dilution
BWCOGDS1,Dead-End
BWCOGDS2,Dead-End
FLDR2,Dilution
CDGS,Dead-End
TTRCYCtex,Dilution
DHNPTE,Dead-End
DHMPTR,Dead-End
NOVBCNtpp,Dilution
CMtex,Dilution
TTRCYCtpp,Dilution
LALALGLUtex,Dead-End
LALADGLUtpp,Dead-End
I2FE2ST,Dead-End
THFAT,Multiple
FOMETRi,Multiple
SLNTtex,Dead-End
BTS5,Dead-End
SELGTHR2,Dead-End
EX_LalaLglu_e,Dead-End
LIPOS,Dead-End
COLIPAKpp,Dead-End
ACPPAT120,Dilution
MPTSS,Dead-End
CPMPS,Dead-End
LIPOCT,Dead-End
LIPATPT,Dead-End
LIPAMPL,Dead-End
MOGDS,Dead-End
CPH4S,Dead-End
WCOS,Dead-End
RFAMPtpp,Dilution
VPAMTr,Loop
ACOLIPAabctex,Dead-End
ECA4COLIPAabctex,Dilution
COLIPAPabctex,Dead-End
CH4tex,Dead-End
BTNt2ipp,Dead-End
BTNtex,Dead-End
DHBSZ3FEabcpp,Dead-End
FE3DHBZS3R,Dead-End
2DGLCptspp,Dead-End
2DGULRGx,Multiple
2DGULRGy,Multiple
ARBTptspp,Dead-End
ARBTtex,Dead-End
EX_arbt_e,Dead-End
DMSOtpp,Dead-End
PYDXtex,Dead-End
PYDXtpp,Dead-End
SUCASPtpp,Loop
METGLCUR,Dead-End
ACOAD1fr,Multiple
23DOGULNt4pp,Dead-End
PYDXNtex,Dead-End
FEENTERES,Dead-End
PYDXNtpp,Dead-End
FEENTERR4,Duplicate
ACPPAT160,Dilution
PYDAMtex,Dead-End
PYDAMtpp,Dead-End
PSURItex,Dead-End
ALR2x,Duplicate
CHLt3pp,Multiple
13PPDH2,Dead-End
TARTt2_3pp,Dilution
SUCTARTtpp,Dilution
CHTBSptspp,Dead-End
GLYBt3pp,Multiple
ACPPAT181,Dilution
Ftpp,Dead-End
SQVOSI,Dead-End
6D6SPA,Dead-End
CHTBStex,Dead-End
DHPStr,Dead-End
SQtr,Dead-End
DHPStex,Dead-End
APH141,Dilution
G2PP,Dead-End
MALt3pp,Duplicate
APH161,Dilution
QUIN2tpp,Dead-End
GLYC2Pabcpp,Dead-End
SHGO,Duplicate
CLBtex,Dead-End
CHOLID,Dead-End
CHOLATEtpp,Dead-End
APH180,Dilution
SELabcpp,Dead-End
PACOAT,Dilution
CYSItpp,Dead-End
APH181,Dilution
DHPTDNR,Multiple
DHPTDNRN,Multiple
GTHPi,Duplicate
PUACGAMtr,Dead-End
DC6PDA,Dead-End
5DGLCNR,Duplicate
CURR,Dead-End
LKDRA,Dead-End
LEUt2rpp,Duplicate
LCTStpp,Multiple
ILEt3pp,Duplicate
GSNt3pp,Duplicate
CLtipp,Dead-End
5DKGR,Duplicate
XYHDL,Dead-End
2DGLCtex,Dead-End
PUACGAMS,Dead-End
RU5PP,Dead-End
6D6SFK,Dead-End
3SLAR,Dead-End
LEUt3pp,Duplicate
INSt3pp,Duplicate
INDOLEt2rpp,Multiple
SQtex,Dead-End
ILEt2rpp,Duplicate
EX_dhps_e,Dead-End
MOX,Duplicate
URATEtex,Dead-End
EX_cs1_e,Dead-End
CBL1tonex,Dead-End
CBItonex,Dead-End
CPL,Dead-End
EX_mepn_e,Dead-End
PSURItpp,Dead-End
CYSTA,Dead-End
CH4t2pp,Dead-End
I2FE2SR,Dead-End
METGLCURt2pp,Dead-End
METGLCURtex,Dead-End
INOSTO,Dead-End
PSURIK,Dead-End
CUt2pp,Dead-End
Ftex,Dead-End
APG3PAT120,Dilution
CYSItex,Dead-End
QUINDHyi,Multiple
DHCURR,Dead-End
RHMND,Dead-End
EX_2dglc_e,Dead-End
THRt2rpp,Duplicate
ACOAD1f,Multiple
EX_sq_e,Dead-End
APH120,Dilution
URATEtpp,Dead-End
CS1tex,Dead-End
ADOCBLtonex,Dead-End
SQGH,Dead-End
ASPtpp,Loop
FUMt1pp,Loop
QUINDH,Multiple
PETNT181pp,Dilution
ARMEPNS,Dead-End
LCARSyi,Duplicate
MOCDS,Dead-End
BIOMASS_Ec_iML1515_core_75p37M,Dead-End
BIOMASS_Ec_iML1515_WT_75p37M,Dead-End
RPNTPH,Dead-End
PRCPD,Dead-End
FUSAtex,Dilution
MEPNtex,Dead-End
MEPNabcpp,Dead-End
PROD3,Duplicate
NOVBCNtex,Dilution
F1PP,Dead-End
3HPADHi,Dead-End
QUIN2tex,Dead-End
EX_metglcur_e,Dead-End
EX_quin_e,Dead-End
MC6PH,Dead-End
SLNTabcpp,Dead-End
VALt2rpp,Duplicate
VALt3pp,Duplicate
MN2tipp,Multiple
O16A4COLIPAabctex,Dead-End
COLIPAabctex,Dead-End
ENLIPAabctex,Dilution
BMOGDS1,Dead-End
MPTS,Dead-End
MOCOS,Dead-End
BMOGDS2,Dead-End
FESD2s,Dead-End
OCTNLL,Dead-End
